Icon,Date/Time,Description,"Event Type"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-directory/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-site","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-site/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-site/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-site/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-site/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/classic-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/elements-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/reset-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/theme.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/theme-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor-elements-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/common-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/elements-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/classic-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor-elements.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/reset-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/common.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/theme.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/elements.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/theme-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/classic.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/classic.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/common.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/reset.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/elements.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/reset.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor-elements.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/editor-elements-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/common-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-library/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/format-library","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/format-library/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/format-library/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/format-library/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/format-library/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/classic-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/classic-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/classic.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/classic.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/edit-post/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/widgets","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/widgets/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/widgets/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/widgets/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/widgets/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/commands","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/commands/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/commands/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/commands/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/commands/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/customize-widgets","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/customize-widgets/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/customize-widgets/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/customize-widgets/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/customize-widgets/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/reusable-blocks","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/reusable-blocks/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/reusable-blocks/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/reusable-blocks/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/reusable-blocks/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/editor","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/editor/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/editor/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/editor/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/editor/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/nux","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/nux/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/nux/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/nux/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/nux/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/list-reusable-blocks","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/list-reusable-blocks/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/list-reusable-blocks/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/list-reusable-blocks/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/list-reusable-blocks/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/components","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/components/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/components/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/components/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/components/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/content.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/style-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/default-editor-styles-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/default-editor-styles-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/content.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/content-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/default-editor-styles.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/default-editor-styles.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/style.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/content-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/style-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dist/block-editor/style.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/media-views-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/customize-preview-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/jquery-ui-dialog.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/admin-bar.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/media-views-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/jquery-ui-dialog.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-pointer-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/buttons-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/buttons.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-embed-template-ie.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-embed-template-ie.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/media-views.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/jquery-ui-dialog-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dashicons.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/editor-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-auth-check-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/editor-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/customize-preview.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/buttons-rtl.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-pointer.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-auth-check.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-auth-check.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-auth-check-rtl.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/wp-embed-template.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/buttons.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/css/dashicons.min.css","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-http-curl.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-smtp.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-role.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/feed.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-block-editor-context.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-theme-json-data.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-post.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-http.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/media.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/category.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-customize-widgets.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/block-i18n.json","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/block-template-utils.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-editor.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-tax-query.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-simplepie-sanitize-kses.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ms-functions.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-customize-manager.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-walker-category.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-text-replacement.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-processor-state.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-token.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-attribute-token.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-span.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-unsupported-exception.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-open-elements.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-processor.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-stack-event.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/html5-named-character-references.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-active-formatting-elements.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-tag-processor.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/html-api/class-wp-html-decoder.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/cron.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ms-site.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rewrite.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/embed-template.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rss.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-comment.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ms-settings.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/category-template.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.tag.lyrics3.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio.dts.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.tag.id3v1.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio.flac.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio.mp3.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio-video.matroska.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio-video.quicktime.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.tag.apetag.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/getid3.lib.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio.ac3.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/getid3.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/license.txt","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio-video.flv.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/readme.txt","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.tag.id3v2.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio.ogg.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio-video.riff.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/ID3/module.audio-video.asf.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-walker-page-dropdown.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-customize-panel.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-block-parser-block.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/template-loader.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/interactivity-api","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/interactivity-api/class-wp-interactivity-api.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/interactivity-api/class-wp-interactivity-api-directives-processor.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/interactivity-api/interactivity-api.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-block-template.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/default-constants.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo/translations.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo/plural-forms.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo/streams.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo/entry.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo/mo.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pomo/po.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-image-editor.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/deprecated.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-http-cookie.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-block-list.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/feed-rss2-comments.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-list-util.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/plugin.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/link-template.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-network-query.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/https-detection.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/registration.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-oembed.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/post-thumbnail-template.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/l10n","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/l10n/class-wp-translations.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/l10n/class-wp-translation-file.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/l10n/class-wp-translation-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/l10n/class-wp-translation-file-php.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/l10n/class-wp-translation-file-mo.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/update.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-meta-query.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/http.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/atomlib.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-customize-nav-menus.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/functions.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-term.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/pluggable.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-theme-json-resolver.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/error-protection.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-user.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-ajax-response.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/class-wp-textdomain-registry.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/sitemaps/class-wp-sitemaps-index.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/sitemaps/providers/class-wp-sitemaps-taxonomies.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/sitemaps/providers/class-wp-sitemaps-posts.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/sitemaps/providers/class-wp-sitemaps-users.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/sitemaps/class-wp-sitemaps-registry.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-font-faces-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-block-patterns-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-application-passwords-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-widget-types-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-pattern-directory-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-navigation-fallback-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-block-types-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-themes-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-font-families-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-widgets-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-templates-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-search-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-url-details-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-attachments-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-users-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-template-autosaves-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-global-styles-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-sidebars-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-block-pattern-categories-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-block-renderer-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-posts-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-comments-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-menu-items-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-menu-locations-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-post-types-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-autosaves-controller.php","File Changed"
true,"2024-10-08 22:18:00","/var/www/html/wp-includes/rest-api/endpoints/class-wp-rest-edit-site-export-controller.php","File Changed"
